application_id,discipline,papers_5y,citations_5y,h_index,research_years,prior_grants,institution_tier,overseas_experience,age_group,novelty_score,feasibility_score,frontier_score,methodology_score,expected_impact,budget_reasonableness,project_risk,data_availability,ethics_compliance,team_size,interdisciplinarity,collaboration_strength,platform_support,true_funding_probability,funded
APP-0147,信息科学,4,104,20,19,1,普通高校/机构,短期交流,资深,81.19,41.26,76.88,92.24,43.7,100.0,40.72,52.21,74.92,6,51.32,93.17,89.27,0.23944,0
APP-0148,工程技术,7,108,6,2,0,省部级重点单位,短期交流,青年,62.13,66.54,72.93,81.41,92.24,88.33,57.81,50.77,76.49,5,60.84,46.37,73.17,0.29122,0
APP-0149,信息科学,5,95,7,1,0,双一流/国家级平台,长期经历,青年,71.94,49.71,67.51,49.63,37.9,77.65,36.55,85.41,63.97,11,63.97,64.51,67.31,0.07277,0
APP-0150,生命科学,6,91,16,12,2,双一流/国家级平台,无,中青年,64.34,71.1,85.22,66.69,72.7,85.96,44.09,73.87,78.32,11,60.5,71.03,64.72,0.47964,1
APP-0151,交叉学科,20,185,32,33,6,普通高校/机构,无,资深,98.3,66.41,58.08,85.03,82.37,68.1,89.47,80.35,88.62,4,62.85,38.5,54.38,0.03166,0
APP-0152,交叉学科,13,642,33,34,7,普通高校/机构,短期交流,资深,57.26,61.77,68.79,58.38,72.35,60.7,52.47,85.28,88.34,9,52.6,48.35,42.83,0.18008,0
APP-0153,生命科学,5,213,15,5,2,普通高校/机构,无,青年,76.08,51.86,52.24,64.32,75.03,47.44,62.28,65.0,88.16,3,62.85,53.76,75.4,0.04049,0
APP-0154,工程技术,7,130,11,5,0,普通高校/机构,无,青年,63.09,86.62,52.96,63.96,61.76,75.0,39.56,92.08,76.85,12,43.24,77.51,85.7,0.21272,0
APP-0155,生命科学,9,241,13,13,3,双一流/国家级平台,无,中青年,81.6,63.65,47.59,76.41,73.4,71.5,58.69,60.6,87.51,6,34.73,54.12,71.27,0.3962,1
APP-0156,工程技术,11,294,18,15,2,普通高校/机构,无,资深,75.81,100.0,53.21,49.02,54.66,80.23,34.58,53.56,90.24,6,92.96,36.15,73.62,0.43321,0
APP-0157,信息科学,14,1293,28,29,4,普通高校/机构,无,资深,88.31,70.49,69.25,77.14,56.74,74.16,48.95,75.6,59.73,4,64.32,34.42,48.92,0.38867,1
APP-0158,工程技术,6,243,7,1,0,双一流/国家级平台,无,青年,81.34,74.92,63.46,60.9,66.57,79.69,55.41,72.17,85.04,8,92.12,48.19,53.86,0.21255,0
APP-0159,管理科学,3,145,14,7,1,普通高校/机构,长期经历,中青年,62.98,70.55,63.95,68.85,41.36,83.73,36.11,72.14,100.0,8,50.51,35.18,42.21,0.20807,0
APP-0160,管理科学,7,160,4,6,1,普通高校/机构,无,青年,100.0,74.78,63.51,66.08,75.23,56.48,77.65,85.23,79.09,8,100.0,75.84,59.76,0.54822,1
APP-0161,生命科学,12,185,21,15,1,普通高校/机构,长期经历,中青年,79.22,85.3,94.59,76.8,26.31,84.43,61.58,71.59,56.78,9,57.59,76.54,80.71,0.35275,1
APP-0162,交叉学科,6,339,24,20,1,省部级重点单位,长期经历,资深,64.84,85.46,50.94,68.73,71.81,69.12,4.15,74.7,73.87,6,78.92,62.13,52.14,0.86482,1
APP-0163,信息科学,14,431,16,12,1,省部级重点单位,无,中青年,74.67,45.27,49.34,87.73,73.31,80.21,84.48,90.39,63.85,5,56.66,57.26,62.73,0.1092,0
APP-0164,生命科学,4,59,7,1,0,普通高校/机构,短期交流,青年,80.2,81.98,55.32,81.86,53.29,86.27,69.58,74.0,75.66,6,59.3,75.35,75.94,0.09258,0
APP-0165,工程技术,8,234,9,7,0,双一流/国家级平台,短期交流,中青年,79.71,76.96,66.92,58.66,46.26,86.35,72.89,77.41,69.76,8,53.7,74.6,84.54,0.07002,0
APP-0166,信息科学,16,548,13,9,0,双一流/国家级平台,短期交流,中青年,78.45,70.5,75.72,86.75,59.47,75.55,46.58,48.73,91.31,6,46.14,44.24,36.0,0.40558,0
APP-0167,交叉学科,11,58,31,33,1,双一流/国家级平台,无,资深,84.56,93.98,77.28,73.15,76.23,76.14,22.75,100.0,89.79,12,75.6,46.73,55.9,0.87321,1
APP-0168,管理科学,7,86,8,1,0,普通高校/机构,无,青年,83.29,94.54,82.17,71.21,71.53,84.7,36.83,46.14,85.43,4,55.82,74.72,51.45,0.61293,1
APP-0169,信息科学,16,403,25,23,1,普通高校/机构,无,资深,60.98,82.66,66.38,80.03,48.22,55.99,84.14,61.91,94.26,7,72.61,66.87,49.1,0.06839,0
APP-0170,交叉学科,2,19,7,1,1,双一流/国家级平台,短期交流,青年,99.4,62.39,62.06,55.47,67.69,62.58,29.77,61.46,76.35,5,74.08,72.95,57.49,0.45936,0
APP-0171,信息科学,8,55,11,5,0,普通高校/机构,长期经历,青年,97.6,53.31,92.5,51.07,70.19,70.65,23.26,100.0,82.74,2,84.29,45.91,30.89,0.60471,0
APP-0172,工程技术,8,146,12,6,0,省部级重点单位,短期交流,青年,82.41,80.56,26.24,69.32,69.51,58.01,45.52,60.99,100.0,10,64.42,48.47,57.75,0.08492,0
APP-0173,信息科学,8,240,5,4,0,省部级重点单位,短期交流,青年,72.5,89.03,68.94,61.12,50.21,70.74,22.3,76.63,87.85,9,25.78,70.35,64.6,0.18453,0
APP-0174,交叉学科,7,221,10,4,0,普通高校/机构,长期经历,青年,72.73,41.6,74.45,95.96,68.49,70.08,60.66,61.56,87.83,5,49.6,49.72,46.27,0.08478,0
APP-0175,生命科学,6,386,16,8,3,省部级重点单位,短期交流,中青年,67.79,85.21,96.11,59.06,80.68,75.05,62.22,54.4,74.32,7,55.5,34.64,55.81,0.45655,1
APP-0176,生命科学,6,146,6,2,1,双一流/国家级平台,无,青年,69.47,66.43,43.09,69.52,74.59,73.32,58.27,78.56,77.83,4,56.25,50.0,64.33,0.126,0
APP-0177,信息科学,2,52,13,6,2,省部级重点单位,长期经历,青年,43.57,44.67,61.7,71.5,72.58,86.83,37.72,59.22,71.97,5,82.37,58.31,66.04,0.11553,0
APP-0178,交叉学科,11,97,5,3,0,普通高校/机构,无,青年,91.89,76.57,47.64,85.01,92.28,80.88,60.12,73.11,98.81,3,78.72,92.62,36.21,0.67669,0
APP-0179,交叉学科,8,136,6,1,0,双一流/国家级平台,无,青年,87.31,82.73,41.03,56.07,68.68,73.15,100.0,79.4,66.42,4,53.1,46.91,75.9,0.03577,1
APP-0180,管理科学,9,304,20,23,2,省部级重点单位,无,资深,50.2,65.08,64.93,48.04,52.53,70.0,21.32,98.6,91.14,10,100.0,60.89,76.31,0.41001,1
APP-0181,交叉学科,7,254,20,15,1,省部级重点单位,长期经历,资深,83.57,55.2,80.5,87.13,52.58,73.43,86.79,51.07,87.81,5,49.02,98.77,51.38,0.19067,1
APP-0182,交叉学科,6,164,11,1,0,双一流/国家级平台,无,青年,71.9,93.97,86.09,70.05,68.82,73.64,66.16,67.71,65.97,3,50.65,42.32,92.53,0.20885,0
APP-0183,工程技术,10,300,14,12,1,省部级重点单位,无,中青年,69.41,60.64,60.02,79.53,43.0,100.0,47.89,68.33,93.42,4,34.15,73.89,71.75,0.14529,0
APP-0184,信息科学,7,358,20,17,2,普通高校/机构,无,中青年,78.41,86.23,78.0,80.14,61.02,56.51,53.33,70.01,79.41,4,24.82,49.2,69.29,0.27485,0
APP-0185,管理科学,18,372,35,33,6,普通高校/机构,无,资深,49.34,48.82,65.03,82.39,73.43,62.88,57.13,100.0,68.79,10,32.4,69.23,75.61,0.03369,0
APP-0186,工程技术,4,248,8,5,2,普通高校/机构,无,青年,71.85,75.82,76.35,64.09,84.74,61.12,30.47,67.4,85.64,6,76.27,100.0,46.44,0.80716,1
APP-0187,信息科学,9,120,6,1,0,省部级重点单位,短期交流,青年,73.03,75.43,85.32,60.56,41.3,77.23,17.35,32.19,73.78,7,70.83,76.25,57.99,0.31232,0
APP-0188,生命科学,11,217,15,10,2,省部级重点单位,长期经历,中青年,73.05,82.23,65.09,43.05,67.59,76.76,68.13,67.02,79.95,4,38.33,64.73,74.5,0.05581,1
APP-0189,管理科学,17,246,17,19,4,省部级重点单位,无,资深,54.22,90.9,84.15,56.07,64.91,67.12,25.1,68.22,76.94,4,58.0,44.88,50.44,0.18769,0
APP-0190,信息科学,4,171,14,13,3,普通高校/机构,无,中青年,77.81,58.61,49.8,69.81,66.6,84.75,28.14,66.38,73.21,7,72.13,58.84,58.01,0.25345,1
APP-0191,交叉学科,12,127,23,15,3,省部级重点单位,无,中青年,85.78,77.29,77.85,59.88,68.27,78.44,45.09,59.22,70.12,7,15.33,51.82,74.22,0.45198,1
APP-0192,信息科学,4,83,5,3,1,双一流/国家级平台,无,青年,77.3,50.87,83.51,54.17,65.49,85.26,55.69,50.18,89.97,4,91.44,35.89,69.27,0.09143,0
APP-0193,生命科学,10,63,17,13,2,普通高校/机构,无,中青年,69.02,50.71,81.95,69.66,88.28,88.44,40.01,100.0,85.25,10,77.05,23.68,64.36,0.65063,1
APP-0194,交叉学科,13,389,22,20,2,省部级重点单位,短期交流,资深,100.0,61.9,50.22,86.46,85.9,48.43,44.1,74.77,84.61,4,72.21,47.05,65.06,0.3908,1
APP-0195,生命科学,4,229,8,6,2,省部级重点单位,短期交流,中青年,59.98,75.73,64.91,68.27,100.0,82.23,69.06,67.12,78.36,5,80.04,61.43,61.03,0.34123,0
APP-0196,生命科学,11,412,14,11,3,省部级重点单位,无,中青年,82.05,93.48,72.53,54.27,65.83,58.52,56.42,100.0,82.51,8,15.17,82.15,78.5,0.57337,0
APP-0197,工程技术,10,356,19,12,0,普通高校/机构,无,中青年,75.16,96.03,74.65,85.54,59.43,76.99,34.03,56.97,74.64,8,51.63,48.71,99.53,0.50319,1
APP-0198,交叉学科,10,362,13,8,2,省部级重点单位,无,中青年,98.16,65.03,69.74,58.94,50.52,73.13,58.09,79.04,74.47,4,81.17,65.45,68.98,0.50517,0
APP-0199,生命科学,4,161,14,10,1,双一流/国家级平台,无,中青年,77.03,74.28,89.44,88.23,57.69,73.64,51.17,51.26,99.1,6,55.86,31.38,85.79,0.72187,1
APP-0200,信息科学,13,394,23,17,2,省部级重点单位,长期经历,中青年,79.82,83.2,48.57,65.58,77.43,59.54,50.57,81.26,90.85,4,70.85,47.59,56.58,0.39974,1
APP-0201,管理科学,12,382,15,15,4,双一流/国家级平台,短期交流,资深,78.57,80.72,64.4,70.34,79.9,86.37,58.87,52.98,76.39,5,84.96,17.95,52.41,0.57473,0
APP-0202,交叉学科,20,255,16,17,0,双一流/国家级平台,长期经历,中青年,58.24,67.63,42.68,89.29,76.81,58.51,47.25,77.06,67.04,2,70.07,100.0,50.6,0.27188,0
APP-0203,工程技术,6,121,14,6,1,普通高校/机构,长期经历,青年,60.7,71.07,77.32,51.43,55.37,83.01,66.89,99.3,64.99,4,50.85,65.56,48.39,0.05423,0
APP-0204,生命科学,6,144,7,2,0,省部级重点单位,短期交流,青年,68.42,68.46,76.32,55.35,55.45,56.82,21.43,71.4,75.66,3,67.51,65.0,59.01,0.13602,0
APP-0205,生命科学,9,154,11,4,1,省部级重点单位,长期经历,青年,84.45,67.08,100.0,64.75,97.3,73.79,83.55,37.11,83.08,11,22.58,71.63,79.06,0.16627,0
APP-0206,信息科学,7,56,7,6,0,双一流/国家级平台,无,青年,75.03,65.22,83.4,67.18,52.69,95.65,31.74,70.54,83.18,10,65.81,100.0,81.05,0.32582,0
APP-0207,生命科学,11,102,8,2,1,普通高校/机构,无,青年,69.31,68.32,72.97,100.0,88.66,100.0,17.27,77.21,83.48,7,70.99,54.17,55.34,0.85356,1
APP-0208,工程技术,7,181,9,10,1,普通高校/机构,无,中青年,89.84,64.32,71.82,57.46,72.47,54.58,37.09,83.51,85.34,6,59.02,44.35,58.49,0.13801,1
APP-0209,生命科学,3,151,9,6,0,双一流/国家级平台,无,青年,46.23,54.1,63.25,52.04,54.28,65.55,43.01,92.1,71.62,6,79.23,98.0,63.97,0.07318,0
APP-0210,工程技术,4,103,5,4,0,普通高校/机构,无,青年,55.15,82.08,69.96,56.83,47.05,67.73,35.3,92.87,97.08,8,61.57,39.84,67.98,0.11495,0
APP-0211,管理科学,6,832,6,6,1,省部级重点单位,无,中青年,39.54,77.23,72.14,72.02,54.98,100.0,30.7,68.04,80.03,7,58.94,85.37,73.97,0.3331,1
APP-0212,工程技术,8,96,9,7,0,普通高校/机构,短期交流,青年,87.71,96.27,38.53,75.4,72.68,73.18,85.64,60.11,84.95,6,92.65,60.67,57.21,0.13513,0
APP-0213,生命科学,14,377,10,15,2,双一流/国家级平台,短期交流,中青年,70.74,75.17,70.95,59.81,51.45,86.9,32.59,53.22,75.44,3,36.84,69.8,60.59,0.31802,1
APP-0214,管理科学,20,903,25,30,2,双一流/国家级平台,短期交流,资深,84.56,64.16,69.52,69.27,90.87,77.6,16.34,61.9,85.11,7,83.84,36.14,87.03,0.66838,1
APP-0215,管理科学,2,132,12,8,0,普通高校/机构,无,中青年,70.58,61.23,94.31,94.29,62.67,59.61,42.99,77.15,100.0,6,82.26,100.0,59.26,0.48551,0
APP-0216,管理科学,2,101,6,1,0,省部级重点单位,短期交流,青年,85.3,70.66,66.02,69.46,77.21,51.68,97.08,49.77,72.11,7,72.91,55.12,54.23,0.09506,1
APP-0217,生命科学,7,313,3,1,0,普通高校/机构,无,青年,70.35,77.74,56.52,73.17,75.92,66.64,28.72,56.1,70.84,5,47.91,49.38,62.55,0.06767,0
APP-0218,生命科学,8,180,12,8,1,省部级重点单位,无,中青年,77.33,66.57,72.03,93.56,91.95,100.0,32.01,78.43,73.35,6,62.85,71.87,65.33,0.89002,1
APP-0219,交叉学科,12,725,9,8,1,省部级重点单位,无,中青年,75.43,49.42,69.12,59.93,58.99,77.09,41.93,60.3,78.67,8,39.91,50.39,37.81,0.18319,0
APP-0220,信息科学,6,318,11,5,0,双一流/国家级平台,无,青年,76.39,59.65,66.04,59.08,67.7,86.65,80.88,75.55,76.79,6,44.76,69.64,56.46,0.06974,1
APP-0221,信息科学,5,69,11,9,3,普通高校/机构,无,中青年,93.9,70.25,48.82,62.89,43.58,56.98,40.63,57.79,71.59,3,58.63,39.3,71.14,0.06235,0
APP-0222,工程技术,7,192,10,8,1,普通高校/机构,短期交流,中青年,50.88,80.36,65.66,62.14,67.65,70.1,29.53,74.32,81.5,6,38.33,64.62,98.08,0.13049,0
APP-0223,工程技术,7,57,8,4,0,省部级重点单位,短期交流,青年,71.11,49.2,59.31,45.33,84.24,83.35,57.26,58.42,97.61,6,51.33,51.14,55.01,0.01197,0
APP-0224,交叉学科,14,758,25,16,2,省部级重点单位,短期交流,中青年,74.57,73.71,64.75,70.79,69.51,60.91,55.77,41.47,80.5,5,33.96,47.9,77.0,0.19156,0
APP-0225,信息科学,7,180,6,4,0,省部级重点单位,无,青年,72.63,73.1,78.98,71.82,100.0,73.23,59.73,84.34,81.04,7,69.06,45.06,67.05,0.48272,0
APP-0226,交叉学科,3,202,7,2,0,普通高校/机构,短期交流,青年,66.83,63.68,57.88,66.58,74.32,63.44,28.75,59.56,85.43,9,88.7,77.95,83.72,0.2093,0
APP-0227,生命科学,4,95,22,22,3,普通高校/机构,短期交流,资深,65.05,61.78,64.68,72.22,57.35,83.92,38.71,66.27,88.48,7,99.94,55.69,53.48,0.50344,0
APP-0228,工程技术,3,25,6,7,1,双一流/国家级平台,无,青年,91.89,59.69,76.12,72.36,73.29,78.78,82.76,59.63,95.73,3,35.33,58.69,82.75,0.08356,0
APP-0229,工程技术,8,966,8,11,0,普通高校/机构,短期交流,中青年,71.08,71.97,63.96,51.89,42.59,82.2,58.18,78.17,84.4,5,38.84,69.69,87.84,0.02871,0
APP-0230,生命科学,8,189,12,12,1,普通高校/机构,无,中青年,100.0,85.78,100.0,72.75,53.22,84.45,84.28,75.0,81.97,7,55.0,82.52,88.56,0.90052,1
APP-0231,生命科学,1,25,7,1,0,双一流/国家级平台,无,青年,78.87,86.77,71.73,76.26,46.53,71.27,48.92,78.13,72.08,6,72.45,45.38,88.27,0.09637,0
APP-0232,信息科学,21,859,28,31,2,普通高校/机构,无,资深,68.23,54.26,49.37,48.24,66.26,86.04,71.13,61.76,89.4,5,54.16,65.97,67.24,0.02076,0
APP-0233,交叉学科,7,586,7,4,0,省部级重点单位,无,青年,79.18,67.38,55.41,88.02,65.03,66.92,55.86,69.25,73.55,8,77.55,45.63,73.94,0.32635,1
APP-0234,工程技术,6,121,10,3,0,普通高校/机构,无,青年,73.42,39.29,53.9,52.93,85.28,81.51,39.53,76.26,73.25,6,68.92,58.25,56.87,0.05081,0
APP-0235,交叉学科,10,197,21,25,3,双一流/国家级平台,无,资深,89.45,71.53,55.62,54.2,64.41,50.35,66.26,93.18,83.93,4,22.92,81.17,26.21,0.11099,0
APP-0236,管理科学,9,224,9,6,0,省部级重点单位,无,中青年,56.82,78.37,76.05,71.63,49.96,65.04,32.5,74.6,97.42,4,59.39,19.77,68.35,0.12622,1
APP-0237,工程技术,5,58,8,11,0,双一流/国家级平台,长期经历,中青年,48.58,91.99,51.4,75.95,90.95,100.0,80.87,54.95,89.26,3,33.5,45.39,61.26,0.04874,0
APP-0238,管理科学,6,88,11,7,0,普通高校/机构,无,青年,76.69,44.99,63.03,79.11,18.89,81.33,70.16,74.02,81.62,13,46.97,57.84,80.37,0.00301,0
APP-0239,生命科学,3,267,8,4,0,省部级重点单位,无,青年,82.86,54.77,85.14,76.29,66.62,81.34,49.22,67.53,72.18,7,50.03,68.85,78.65,0.07523,0
APP-0240,生命科学,3,77,15,12,1,省部级重点单位,无,中青年,75.72,72.02,60.2,62.24,69.48,64.11,46.3,40.02,97.22,9,73.09,83.96,45.94,0.67135,1
APP-0241,交叉学科,5,70,3,2,1,普通高校/机构,长期经历,青年,80.74,47.34,78.07,70.41,65.84,60.87,52.32,42.32,81.43,5,57.68,31.45,100.0,0.08984,1
APP-0242,管理科学,5,89,5,1,0,普通高校/机构,无,青年,78.83,72.41,42.76,64.88,74.0,70.83,46.54,69.0,79.1,9,48.94,87.48,70.6,0.22976,0
APP-0243,信息科学,7,313,8,10,0,普通高校/机构,长期经历,中青年,52.75,78.72,62.44,71.27,67.77,73.19,76.38,70.27,87.55,5,100.0,71.37,42.17,0.49145,1
APP-0244,工程技术,5,33,6,3,0,双一流/国家级平台,无,青年,75.66,52.06,54.71,69.89,73.99,96.97,39.22,65.58,77.52,10,40.38,57.67,44.55,0.0573,0
APP-0245,工程技术,8,205,10,1,0,省部级重点单位,无,青年,89.12,71.86,72.5,62.44,56.36,86.23,36.52,83.26,74.47,4,64.01,35.56,26.98,0.18244,0
APP-0246,交叉学科,9,951,8,5,0,省部级重点单位,无,青年,74.23,53.03,52.48,64.49,42.66,75.31,44.83,55.97,75.43,6,71.59,51.7,76.98,0.01779,0
APP-0247,工程技术,6,517,6,7,0,省部级重点单位,无,中青年,54.97,89.26,99.04,44.92,65.26,74.79,65.05,49.21,75.4,6,61.6,80.45,55.04,0.12065,0
APP-0248,信息科学,6,200,10,10,0,省部级重点单位,短期交流,中青年,67.66,72.89,43.41,79.79,49.58,83.1,70.29,57.61,70.73,10,40.27,62.48,49.71,0.03015,0
APP-0249,信息科学,21,960,26,34,2,省部级重点单位,长期经历,资深,79.24,61.04,85.04,72.87,54.34,58.17,52.28,60.85,69.61,1,39.25,58.75,53.05,0.01804,0
APP-0250,信息科学,4,239,1,1,1,普通高校/机构,无,青年,95.34,52.67,81.17,39.01,84.58,50.94,46.11,69.13,91.72,6,70.64,44.51,58.89,0.21468,0
APP-0251,工程技术,6,127,8,2,0,省部级重点单位,长期经历,青年,46.57,75.45,72.65,79.31,90.93,82.92,49.12,58.04,88.69,6,79.13,75.22,73.79,0.4786,1
APP-0252,交叉学科,8,317,9,12,2,普通高校/机构,无,中青年,76.7,89.01,68.82,68.31,84.28,74.86,36.9,37.87,73.77,3,57.17,59.31,36.04,0.6587,0
APP-0253,信息科学,9,614,9,4,0,双一流/国家级平台,无,青年,59.88,59.2,95.82,56.82,81.32,58.25,3.89,31.46,90.88,6,31.87,57.74,45.81,0.07317,1
APP-0254,信息科学,4,45,9,6,0,双一流/国家级平台,无,中青年,78.6,63.84,100.0,55.67,66.96,48.86,32.96,71.85,85.09,5,58.42,60.29,71.91,0.28056,0
APP-0255,信息科学,12,358,22,25,1,普通高校/机构,无,资深,79.64,59.47,64.89,60.05,82.25,84.73,60.21,53.06,78.76,6,88.51,50.39,53.9,0.20355,0
APP-0256,管理科学,7,197,12,9,2,省部级重点单位,短期交流,中青年,68.97,91.78,70.37,56.89,71.69,67.74,44.59,39.92,69.74,7,38.1,47.32,73.9,0.50808,1
APP-0257,管理科学,5,128,12,14,4,普通高校/机构,无,中青年,80.21,43.28,59.71,58.64,97.16,78.8,44.74,79.37,85.41,5,51.86,34.65,55.54,0.16785,0
APP-0258,生命科学,9,194,18,15,1,双一流/国家级平台,无,资深,86.82,88.0,50.46,91.11,51.31,70.83,77.21,93.18,100.0,8,59.38,50.85,90.77,0.48275,1
APP-0259,生命科学,4,119,3,1,0,双一流/国家级平台,无,青年,69.86,64.72,74.95,73.82,76.76,73.59,30.72,68.58,82.15,8,79.98,29.6,67.55,0.47624,0
APP-0260,工程技术,15,368,27,31,2,双一流/国家级平台,无,资深,54.62,69.0,71.74,95.47,45.77,66.89,32.68,74.03,91.99,7,47.62,70.74,84.85,0.11331,0
APP-0261,生命科学,7,323,15,17,2,普通高校/机构,无,中青年,90.53,65.23,43.85,71.93,76.85,73.08,67.05,74.15,79.88,4,67.9,49.98,72.8,0.26831,0
APP-0262,交叉学科,5,164,11,6,0,普通高校/机构,短期交流,中青年,82.77,73.35,74.84,76.53,38.49,80.92,47.92,35.3,91.22,2,86.04,54.94,73.83,0.36,0
APP-0263,信息科学,10,187,25,26,4,普通高校/机构,无,资深,79.33,59.78,72.25,57.55,46.58,70.69,35.66,83.33,80.5,6,28.58,61.33,51.21,0.04571,0
APP-0264,生命科学,8,101,6,13,2,普通高校/机构,无,中青年,63.02,84.82,58.98,66.82,45.48,70.01,80.98,88.6,57.95,7,31.99,47.56,83.85,0.01874,0
APP-0265,交叉学科,9,141,14,11,2,普通高校/机构,无,中青年,84.81,85.39,58.0,67.94,70.03,81.29,32.62,97.55,74.78,3,56.34,40.85,67.67,0.629,0
APP-0266,生命科学,12,292,5,6,0,普通高校/机构,无,青年,98.55,56.23,74.36,77.06,71.67,82.09,41.43,63.44,83.32,9,77.82,65.99,47.79,0.46743,0
APP-0267,信息科学,5,76,9,7,1,双一流/国家级平台,无,中青年,70.42,79.34,92.13,68.36,100.0,60.35,58.78,52.97,92.83,6,64.87,96.0,28.13,0.27332,0
APP-0268,生命科学,10,388,16,15,4,普通高校/机构,短期交流,中青年,73.23,65.01,73.98,73.57,64.54,73.65,49.02,90.38,80.47,6,79.61,78.38,66.38,0.76561,1
APP-0269,生命科学,3,111,5,2,0,普通高校/机构,长期经历,青年,58.15,70.72,79.71,73.1,78.36,67.71,22.53,77.48,82.3,3,24.17,85.04,89.63,0.25254,0
APP-0270,生命科学,10,442,19,17,1,双一流/国家级平台,无,中青年,62.65,91.35,55.52,65.06,68.57,74.16,85.68,83.12,76.13,5,65.13,38.63,48.58,0.04897,0
APP-0271,生命科学,8,115,17,14,1,省部级重点单位,长期经历,中青年,58.03,60.56,61.79,63.73,77.02,91.21,34.11,60.29,97.61,4,1.28,58.55,48.01,0.04062,0
APP-0272,生命科学,8,101,15,17,1,省部级重点单位,短期交流,中青年,73.7,82.97,77.12,60.3,68.3,78.31,45.09,74.07,97.01,7,84.75,58.44,58.62,0.70661,1
APP-0273,生命科学,7,326,4,2,0,省部级重点单位,短期交流,青年,67.57,76.4,47.62,83.07,83.59,99.97,58.74,54.2,75.24,8,81.99,87.71,82.72,0.72611,1
APP-0274,工程技术,12,268,13,11,2,双一流/国家级平台,短期交流,中青年,76.85,67.28,71.11,65.07,49.16,76.64,93.25,69.92,66.84,7,51.64,78.5,32.77,0.10746,1
APP-0275,管理科学,5,105,4,5,0,省部级重点单位,短期交流,青年,60.41,75.14,75.4,73.28,26.84,72.0,41.81,64.78,63.93,4,12.02,59.05,52.95,0.02975,0
APP-0276,信息科学,8,274,5,2,0,省部级重点单位,短期交流,青年,69.82,73.48,67.42,66.96,72.68,73.76,31.61,100.0,88.03,6,54.03,20.81,46.9,0.1614,0
APP-0277,信息科学,14,433,21,15,1,省部级重点单位,无,中青年,59.6,53.78,72.79,82.81,37.12,75.71,59.95,78.23,83.35,11,80.54,41.14,73.56,0.18642,1
APP-0278,工程技术,4,45,1,2,1,普通高校/机构,无,青年,74.44,61.51,68.87,43.15,86.99,77.87,91.76,37.72,74.18,6,66.49,73.39,61.57,0.01554,0
APP-0279,交叉学科,5,295,5,2,0,普通高校/机构,无,青年,50.78,55.37,58.67,72.94,57.23,62.1,52.72,69.98,84.72,9,95.19,56.23,58.11,0.0214,0
APP-0280,交叉学科,5,92,12,13,2,省部级重点单位,无,中青年,73.97,66.13,50.33,52.69,49.39,71.2,44.29,75.52,69.7,6,52.28,60.02,60.94,0.07357,0
APP-0281,生命科学,7,471,15,5,0,普通高校/机构,短期交流,青年,68.38,88.83,66.65,74.08,100.0,65.31,57.83,62.89,89.95,8,98.81,73.05,77.34,0.59291,0
APP-0282,生命科学,7,66,14,15,1,省部级重点单位,无,资深,74.35,78.13,87.57,67.09,65.7,86.36,8.49,53.46,78.18,9,17.76,82.37,83.07,0.4202,1
APP-0283,信息科学,17,413,25,29,4,普通高校/机构,无,资深,50.52,49.94,83.37,49.78,62.64,50.89,37.7,79.91,71.19,4,43.01,47.98,81.42,0.01726,0
APP-0284,信息科学,3,74,8,9,1,普通高校/机构,无,中青年,80.51,66.17,62.82,73.39,77.97,75.88,20.6,55.58,78.33,10,32.29,72.65,73.78,0.28055,0
APP-0285,工程技术,6,38,16,16,5,普通高校/机构,无,资深,68.12,73.27,62.51,71.91,79.05,55.78,42.8,78.63,77.99,7,72.92,91.01,87.53,0.56559,1
